start,end,name
40477289,40496343,ZFP69
40477289,40496343,ZFP69
40491024,40508695,EXO5-DT
40508766,40516038,EXO5
40508766,40516038,EXO5
40508766,40516038,EXO5
40508766,40516038,EXO5
40508766,40516038,EXO5
40508766,40516038,EXO5
40508766,40516038,EXO5
40508766,40516038,EXO5
40508766,40516038,EXO5
40508766,40516038,EXO5
40508766,40516038,EXO5
40508766,40516038,EXO5
40508766,40516038,EXO5
40508766,40516038,EXO5
40530577,40531546,LOC124904149
40531636,40548167,ZNF684
40563188,40568566,LOC105378673
40620679,40665682,RIMS3
40620679,40692066,RIMS3
40620679,40692066,RIMS3
40658032,40667676,LOC105378675
40658032,40667676,LOC105378675
40658032,40667676,LOC105378675
40689079,40692261,NFYC-AS1
40691703,40771603,NFYC
40691703,40771603,NFYC
40691703,40771603,NFYC
40691703,40771603,NFYC
40691703,40771603,NFYC
40691703,40771603,NFYC
40691703,40771603,NFYC
40692007,40771603,NFYC
40692007,40771603,NFYC
40709365,40771603,NFYC
40709365,40771603,NFYC
40709365,40771603,NFYC
40709365,40771603,NFYC
40709365,40771603,NFYC
40722436,40771603,NFYC
40722450,40771603,NFYC
40722464,40771603,NFYC
40722472,40771603,NFYC
40723212,40771603,NFYC
40723212,40771603,NFYC
40723212,40771603,NFYC
40723212,40771603,NFYC
40723212,40771603,NFYC
40723693,40771603,NFYC
40728572,40771603,NFYC
40729675,40771603,NFYC
40730163,40771603,NFYC
40730177,40771603,NFYC
40730177,40771603,NFYC
40730186,40771603,NFYC
40730189,40771603,NFYC
40732680,40771603,NFYC
40734145,40771603,NFYC
40735010,40771603,NFYC
40735184,40771603,NFYC
40738835,40771603,NFYC
40754354,40754446,MIR30E
40757283,40757372,MIR30C1
40783786,40837794,KCNQ4
40783786,40840452,KCNQ4
40783786,40840452,KCNQ4
40817190,40837533,KCNQ4
40817190,40837752,KCNQ4
40818959,40840452,KCNQ4
40848096,40857494,LOC105378676
40861053,40862363,CITED4
40862383,40864588,LOC124904157
40862383,40866931,LOC124904157
40979695,41001016,CTPS1
40979695,41008895,CTPS1
40979695,41012565,CTPS1
40979695,41012565,CTPS1
40980029,41012565,CTPS1
40980591,41012565,CTPS1
40981862,41000257,CTPS1
40981862,41008895,CTPS1
40981862,41010258,CTPS1
40982039,41012565,CTPS1
40988518,41012565,CTPS1
41014589,41043890,SLFNL1-AS1
41015596,41021725,SLFNL1
41015596,41021725,SLFNL1
41015596,41021725,SLFNL1
41015596,41021725,SLFNL1
41015596,41021725,SLFNL1
41015596,41021725,SLFNL1
41015596,41021725,SLFNL1
41015596,41021725,SLFNL1
41015596,41021725,SLFNL1
41015596,41021725,SLFNL1
41015596,41021725,SLFNL1
41015596,41021725,SLFNL1
41015596,41021725,SLFNL1
41015596,41021725,SLFNL1
41015596,41021725,SLFNL1
41015596,41021725,SLFNL1
41015596,41021725,SLFNL1
41015596,41021725,SLFNL1
41027201,41160903,SCMH1
41027201,41186250,SCMH1
41027201,41186250,SCMH1
41027201,41186250,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41027201,41242306,SCMH1
41028672,41242306,SCMH1
41034055,41186250,SCMH1
41034055,41242306,SCMH1
41037452,41242306,SCMH1
41037454,41242306,SCMH1
41037454,41242306,SCMH1
41041421,41242306,SCMH1
41041421,41242306,SCMH1
41041421,41242306,SCMH1
41041421,41242306,SCMH1
41242357,41264558,SCMH1-DT
41302917,41305943,LOC124904158
41322849,41334597,LOC124904159
41361433,41383590,FOXO6
41375003,41375669,FOXO6-AS1
41426380,41464989,LOC105378678
41433199,41464989,LOC105378678
41449739,41464989,LOC105378678
41478774,41484683,EDN2
41478774,41484683,EDN2
41478774,41484683,EDN2
41478774,41484683,EDN2
41478774,41484683,EDN2
41506364,41918922,HIVEP3
41506364,41918922,HIVEP3
41585305,41628816,LOC128125817
41847188,41918922,HIVEP3
41847188,42035934,HIVEP3
41981531,41997018,LOC124904160
42045222,42051778,LOC124904161
42153409,42155820,GUCA2B
42162689,42164745,GUCA2A
42176547,42266312,FOXJ3
42176547,42280437,FOXJ3
42176547,42280437,FOXJ3
42176547,42280437,FOXJ3
42176547,42311110,FOXJ3
42176547,42311110,FOXJ3
42176547,42311285,FOXJ3
42176547,42334955,FOXJ3
42176547,42334955,FOXJ3
42176547,42334955,FOXJ3
42176547,42334955,FOXJ3
42176547,42335235,FOXJ3
42176547,42335235,FOXJ3
42176547,42335880,FOXJ3
42176547,42335880,FOXJ3
42176547,42335880,FOXJ3
42380791,42424232,RIMKLA
42380791,42424232,RIMKLA
42380791,42424232,RIMKLA
42430328,42456022,ZMYND12
42430328,42456022,ZMYND12
42456106,42657190,CCDC30
42456340,42461230,PPCS
42456340,42461230,PPCS
42456542,42461236,PPCS
42456542,42461236,PPCS
42456542,42461236,PPCS
42456542,42461236,PPCS
42456542,42461236,PPCS
42456542,42473417,PPCS
42463285,42630525,CCDC30
42463285,42654190,CCDC30
42463285,42657190,CCDC30
42463285,42657190,CCDC30
42463285,42657190,CCDC30
42463285,42657190,CCDC30
42463285,42657190,CCDC30
42463285,42657190,CCDC30
42463285,42657190,CCDC30
42533257,42657190,CCDC30
42570820,42675795,LOC124904162
42657763,42675806,LOC124904162
42658422,42676758,PPIH
42658422,42676758,PPIH
42658422,42676758,PPIH
42658422,42681654,PPIH
42658422,42676758,PPIH
42658422,42676758,PPIH
42658422,42676758,PPIH
42658422,42676758,PPIH
42658422,42676758,PPIH
42658422,42681654,PPIH
42659277,42676758,PPIH
42659277,42676758,PPIH
42682417,42701046,YBX1
42682417,42703805,YBX1
42683135,42703805,YBX1
42733092,42740236,CLDN19
42733092,42740236,CLDN19
42733092,42740236,CLDN19
42746373,42755637,P3H1
42746373,42757916,P3H1
42746373,42757916,P3H1
42746373,42767028,P3H1
42746373,42767028,P3H1
42746373,42767028,P3H1
42746373,42767028,P3H1
42754906,42767028,P3H1
42767248,42779491,C1orf50
42767248,42779491,C1orf50
42775812,42784895,TMEM269-DT
42784990,42800827,TMEM269
42788320,42793666,LOC107984946
42788320,42793669,LOC107984946
42807051,42817397,SVBP
42807051,42817397,SVBP
42817121,42844991,ERMAP
42817121,42844991,ERMAP
42817121,42844991,ERMAP
42817121,42844991,ERMAP
42817121,42844991,ERMAP
42825560,42844991,ERMAP
42825741,42840302,ERMAP
42825741,42844991,ERMAP
42825741,42844991,ERMAP
42831899,42837659,LOC124904163
42841894,42846414,ZNF691-DT
42846612,42852477,ZNF691
42846612,42852477,ZNF691
42846612,42852477,ZNF691
42846612,42852477,ZNF691
42846612,42852477,ZNF691
42846612,42852477,ZNF691
42846612,42852477,ZNF691
42857621,42888792,LOC339539
42925352,42958868,SLC2A1
42959048,42983358,SLC2A1-DT
43142961,43156396,CFAP144
43147903,43156396,CFAP144
43147903,43156396,CFAP144
43164173,43172526,EBNA1BP2
43164173,43172570,EBNA1BP2
43164183,43172290,EBNA1BP2
43171651,43171712,MIR6733
43172329,43210878,CFAP57
43172329,43210878,CFAP57
43172329,43218123,CFAP57
43172329,43234358,CFAP57
43172329,43254358,CFAP57
43172329,43254358,CFAP57
43172329,43254358,CFAP57
43172329,43254358,CFAP57
43172329,43254358,CFAP57
43172329,43254358,CFAP57
43172329,43254358,CFAP57
43172329,43254358,CFAP57
43172329,43254358,CFAP57
43172329,43254358,CFAP57
43172329,43254358,CFAP57
43172329,43254358,CFAP57
43176145,43254358,CFAP57
43181681,43250587,LOC105378685
43181681,43250588,LOC105378685
43181681,43250591,LOC105378685
43181681,43250592,LOC105378685
43181681,43250594,LOC105378685
43237345,43247877,LOC124904164
43269982,43274002,TMEM125
43269982,43274002,TMEM125
43269982,43274002,TMEM125
43269982,43274002,TMEM125
43269982,43274002,TMEM125
43281876,43285581,C1orf210
43281876,43285581,C1orf210
43281876,43285857,C1orf210
43300981,43315299,TIE1
43300981,43315299,TIE1
43300981,43321477,TIE1
43300981,43323108,TIE1
43300981,43323108,TIE1
43300981,43323108,TIE1
43337817,43354466,MPL
43354683,43358673,CDC20-DT
43354683,43358673,CDC20-DT
43354683,43358673,CDC20-DT
43354683,43358673,CDC20-DT
43354683,43358673,CDC20-DT
43358980,43363203,CDC20
43363400,43367714,ELOVL1
43363400,43368011,ELOVL1
43363400,43368011,ELOVL1
43363400,43368011,ELOVL1
43363400,43368011,ELOVL1
43364647,43364715,MIR6734
43368211,43379199,LOC112268225
43368211,43379199,LOC112268225
43383916,43389800,MED8
43383916,43389800,MED8
43383916,43389800,MED8
43385048,43385726,MED8-AS1
43389898,43454247,SZT2
43389898,43454247,SZT2
43447775,43448644,SZT2-AS1
43448538,43448611,MIR6735
43450606,43453931,HYI
43450606,43453931,HYI
43450988,43453931,HYI
43450988,43453931,HYI
43450988,43453931,HYI
43450988,43453931,HYI
43450988,43453931,HYI
43453926,43456999,HYI-AS1
43522050,43623666,PTPRF
43525091,43623666,PTPRF
43525091,43623666,PTPRF
43526036,43623666,PTPRF
43526036,43623666,PTPRF
43526036,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43530882,43623666,PTPRF
43545036,43623666,PTPRF
43547757,43623666,PTPRF
43547767,43623666,PTPRF
43547767,43623666,PTPRF
43547767,43623666,PTPRF
43548017,43623666,PTPRF
43650148,43705518,KDM4A
43663629,43667832,LOC124904165
43699723,43707341,KDM4A-AS1
43707535,43899727,ST3GAL3
43707535,43917024,ST3GAL3
43707535,43917024,ST3GAL3
43707535,43917024,ST3GAL3
43707535,43920397,ST3GAL3
43707535,43920471,ST3GAL3
43707535,43930125,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43917024,ST3GAL3
43707535,43917024,ST3GAL3
43707535,43917024,ST3GAL3
43707535,43917024,ST3GAL3
43707535,43917024,ST3GAL3
43707535,43920397,ST3GAL3
43707535,43920397,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707535,43931159,ST3GAL3
43707662,43931159,ST3GAL3
43707662,43931159,ST3GAL3
43707662,43931159,ST3GAL3
43707662,43931159,ST3GAL3
43707662,43931159,ST3GAL3
43709391,43727343,ST3GAL3-AS1
43771589,43774240,LOC124904166
43801407,43931159,ST3GAL3
43801407,43931159,ST3GAL3
43801407,43931159,ST3GAL3
43810164,43931159,ST3GAL3
43810164,43931159,ST3GAL3
43831120,43931159,ST3GAL3
43838621,43838683,MIR6079
43879370,43931159,ST3GAL3
43879546,43931159,ST3GAL3
43933800,43937240,ARTN
43933800,43937240,ARTN
43933800,43937240,ARTN
43933800,43937240,ARTN
43933800,43937240,ARTN
43937895,43940541,LINC02918
43944354,43946599,LOC101929609
43944354,43946599,LOC101929609
43946949,43968022,IPO13
43946949,43968022,IPO13
43953462,43968022,IPO13
43970009,43973369,DPH2
43970009,43973369,DPH2
43970009,43973369,DPH2
43970009,43973369,DPH2
43970009,43973369,DPH2
43970009,43973369,DPH2
43970009,43973369,DPH2
43970009,43973369,DPH2
43970009,43973369,DPH2
43970595,43973369,DPH2
43970614,43973369,DPH2
43973364,43974865,LOC124904167
43973364,43974865,LOC124904167
43974959,43978295,ATP6V0B
43974959,43978295,ATP6V0B
43974959,43978295,ATP6V0B
43975857,43978295,ATP6V0B
43979209,43991168,B4GALT2
43979209,43991171,B4GALT2
43979548,43991171,B4GALT2
43979936,43991168,B4GALT2
43980504,43991171,B4GALT2
43991598,43996528,CCDC24
43991598,43996528,CCDC24
43991825,43996528,CCDC24
43991846,43996528,CCDC24
43991846,43996528,CCDC24
43996482,44017163,SLC6A9
43996482,44017163,SLC6A9
43996482,44017163,SLC6A9
43996482,44017163,SLC6A9
43996482,44017340,SLC6A9
43996482,44017340,SLC6A9
43996482,44030018,SLC6A9
43996482,44031123,SLC6A9
43996482,44031462,SLC6A9
43996482,44031462,SLC6A9
43996482,44031462,SLC6A9
43996482,44031462,SLC6A9
43996482,44017163,SLC6A9
43997854,44031462,SLC6A9
43997854,44031462,SLC6A9
43998031,44017163,SLC6A9
44030413,44040436,LOC107984948
44030413,44040436,LOC107984948
44032542,44035774,LOC124904168
44043926,44135140,KLF17
44044802,44075089,LOC124904169
44048347,44135140,KLF17
44048347,44135140,KLF17
44118820,44135140,KLF17
44118820,44135140,KLF17
44118820,44135140,KLF17
44137820,44141631,KLF18
44172748,44174625,LOC124904170
44213470,44220673,DMAP1
44213470,44220673,DMAP1
44213470,44220673,DMAP1
44221069,44355257,ERI3
44221069,44355257,ERI3
44221069,44355257,ERI3
44221069,44355257,ERI3
44221069,44355257,ERI3
44221069,44355257,ERI3
44221069,44355257,ERI3
44221069,44355279,ERI3
44221069,44355279,ERI3
44221069,44355279,ERI3
44221069,44355279,ERI3
44221069,44355279,ERI3
44221069,44355279,ERI3
44221069,44355279,ERI3
44221069,44355279,ERI3
44221069,44355279,ERI3
44222594,44244283,ERI3-IT1
44243375,44244283,ERI3-IT1
44252343,44252559,SNORA110
44404782,44651724,RNF220
44404782,44651724,RNF220
44405159,44636500,RNF220
44405159,44651724,RNF220
44405159,44632390,RNF220
44405254,44651723,RNF220
44405254,44651723,RNF220
44405254,44651723,RNF220
44406791,44651723,RNF220
44406791,44651724,RNF220
44407434,44651724,RNF220
44407434,44651724,RNF220
44408149,44651724,RNF220
44410536,44651724,RNF220
44424000,44651723,RNF220
44545492,44545552,MIR5584
44612508,44651724,RNF220
44631967,44651723,RNF220
44631967,44651724,RNF220
44635237,44649666,LOC107984950
44653246,44674481,TMEM53
44653246,44674481,TMEM53
44653246,44674481,TMEM53
44653246,44674481,TMEM53
44670956,44671056,SNORD145
44674713,44709444,ARMH1
44674713,44720798,ARMH1
44674713,44722419,ARMH1
44674713,44724500,ARMH1
44674713,44725133,ARMH1
44674713,44725211,ARMH1
44674713,44725211,ARMH1
44674713,44725211,ARMH1
44674713,44725217,ARMH1
44674713,44725217,ARMH1
44674713,44725591,ARMH1
44674713,44725591,ARMH1
44674713,44725591,ARMH1
44674713,44725591,ARMH1
44674713,44725591,ARMH1
44674713,44725591,ARMH1
44674713,44725591,ARMH1
44674713,44725591,ARMH1
44674713,44725591,ARMH1
44674713,44725591,ARMH1
44674713,44725591,ARMH1
44674713,44725591,ARMH1
44674713,44725591,ARMH1
44674713,44725591,ARMH1
44674713,44725591,ARMH1
44674713,44725591,ARMH1
44674713,44725591,ARMH1
44688313,44724119,LOC105378690
44700645,44722232,LOC105378690
44700645,44724119,LOC105378690
44700645,44724828,LOC105378690
44721784,44721902,RNU5F-1
44731068,44731170,RNU5D-1
44739836,44767767,KIF2C
44739836,44767767,KIF2C
44739836,44767767,KIF2C
44739836,44767767,KIF2C
44746393,44767767,KIF2C
44746393,44767767,KIF2C
44762034,44762107,SNORD160
44775539,44778779,RPS8
44775864,44775938,SNORD55
44776491,44776589,SNORD46
44777841,44777912,SNORD38A
44778389,44778458,SNORD38B
44781839,44788170,BEST4
44782144,44788170,BEST4
44783584,44788170,BEST4
44783584,44788170,BEST4
44783584,44788170,BEST4
44783584,44788170,BEST4
44783584,44792828,BEST4
44800376,44804023,PLK3
44800376,44805379,PLK3
44800376,44805990,PLK3
44805892,44807351,DYNLT4
44805892,44807351,DYNLT4
44805892,44807351,DYNLT4
44805892,44807351,DYNLT4
44805892,44807351,DYNLT4
44805892,44807351,DYNLT4
44805892,44807351,DYNLT4
44808522,44812567,BTBD19
44808522,44815585,BTBD19
44808522,44815585,BTBD19
44808522,44815585,BTBD19
44808522,44815585,BTBD19
44808522,44815585,BTBD19
44808522,44815585,BTBD19
44808522,44815585,BTBD19
44808522,44815585,BTBD19
44819844,44843253,PTCH2
44820478,44821994,LOC107984952
44821937,44843253,PTCH2
44850521,44970031,EIF2B3
44850521,44986595,EIF2B3
44850521,44986595,EIF2B3
44850521,44986595,EIF2B3
44850521,44986595,EIF2B3
44874526,44986595,EIF2B3
45002547,45010706,HECTD3
45002547,45011324,HECTD3
45012253,45015575,UROD
45012253,45015575,UROD
45012253,45015575,UROD
45012253,45015575,UROD
45013131,45015575,UROD
45016398,45206605,ZSWIM5
45016398,45206605,ZSWIM5
45034311,45206605,ZSWIM5
45295811,45303746,LOC105378691
45303909,45305619,LINC01144
45326894,45328710,HPDL
45329241,45334480,MUTYH
45329241,45334511,MUTYH
45329241,45338497,MUTYH
45329241,45339970,MUTYH
45329241,45339970,MUTYH
45329241,45339970,MUTYH
45329241,45339970,MUTYH
45329241,45339970,MUTYH
45329241,45339970,MUTYH
45329241,45339970,MUTYH
45329241,45339970,MUTYH
45329241,45339970,MUTYH
45329241,45339970,MUTYH
45329241,45339970,MUTYH
45329241,45339970,MUTYH
45329241,45339970,MUTYH
45329241,45339970,MUTYH
45329241,45339970,MUTYH
45329241,45339970,MUTYH
45329241,45340120,MUTYH
45329241,45340120,MUTYH
45329241,45340120,MUTYH
45329241,45340120,MUTYH
45329241,45340120,MUTYH
45329241,45340120,MUTYH
45329241,45340120,MUTYH
45329241,45340120,MUTYH
45329241,45340120,MUTYH
45329241,45340120,MUTYH
45329241,45340120,MUTYH
45329241,45340120,MUTYH
45329241,45340120,MUTYH
45329241,45340120,MUTYH
45329241,45340440,MUTYH
45329241,45340440,MUTYH
45329241,45340440,MUTYH
45329241,45340440,MUTYH
45329241,45340440,MUTYH
45329241,45340440,MUTYH
45329241,45340440,MUTYH
45329241,45340440,MUTYH
45329241,45340440,MUTYH
45329241,45340440,MUTYH
45329241,45340440,MUTYH
45329241,45340440,MUTYH
45329241,45340440,MUTYH
45329241,45340440,MUTYH
45329241,45340120,MUTYH
45329241,45340120,MUTYH
45329241,45340120,MUTYH
45329241,45340120,MUTYH
45329241,45340440,MUTYH
45329241,45340440,MUTYH
45329241,45340440,MUTYH
45329888,45340440,MUTYH
45340169,45342965,TOE1
45340169,45342997,TOE1
45340169,45343002,TOE1
45340169,45343973,TOE1
45340169,45343973,TOE1
45340169,45343973,TOE1
45343882,45491163,TESK2
45343882,45491163,TESK2
45493865,45500073,CCDC163
45493865,45500073,CCDC163
45493865,45500073,CCDC163
45493865,45500073,CCDC163
45493865,45500073,CCDC163
45493865,45500073,CCDC163
45493865,45500073,CCDC163
45493865,45500073,CCDC163
45493865,45500073,CCDC163
45493865,45500073,CCDC163
45493865,45500073,CCDC163
45493865,45500073,CCDC163
45495426,45500073,CCDC163
45500299,45513382,MMACHC
45500299,45513382,MMACHC
45511050,45521884,PRDX1
45511050,45521884,PRDX1
45511050,45521884,PRDX1
45511050,45522890,PRDX1
45550825,45569195,AKR1A1
45550825,45569195,AKR1A1
45550825,45570049,AKR1A1
45550825,45570049,AKR1A1
45550825,45570049,AKR1A1
45550825,45570049,AKR1A1
45550825,45570049,AKR1A1
45584040,45618893,NASP
45584040,45618893,NASP
45584040,45618893,NASP
45584040,45618893,NASP
45584040,45618893,NASP
45584040,45618893,NASP
45584040,45618893,NASP
45584040,45618893,NASP
45620043,45623645,CCDC17
45620043,45624054,CCDC17
45620043,45624054,CCDC17
45620043,45624054,CCDC17
45620043,45624054,CCDC17
45620043,45624054,CCDC17
45620043,45624054,CCDC17
45620043,45624054,CCDC17
45620043,45624054,CCDC17
45620043,45624054,CCDC17
45620043,45624054,CCDC17
45620528,45624054,CCDC17
45621359,45624054,CCDC17
45627303,45686533,GPBP1L1
45627303,45686533,GPBP1L1
45627303,45686533,GPBP1L1
45627303,45686533,GPBP1L1
45627303,45687102,GPBP1L1
45627303,45687102,GPBP1L1
45627303,45687102,GPBP1L1
45627303,45687102,GPBP1L1
45627303,45687102,GPBP1L1
45627303,45687102,GPBP1L1
45627303,45687102,GPBP1L1
45627303,45688110,GPBP1L1
45627303,45688110,GPBP1L1
45627303,45688110,GPBP1L1
45633514,45686533,GPBP1L1
45645771,45646685,RPS15AP10
45688180,45694436,TMEM69
45694323,45750653,IPP
45694323,45750653,IPP
45698710,45750653,IPP
45698710,45750653,IPP
45698710,45750653,IPP
45750948,45760837,LOC105378693
45750948,45760837,LOC105378693
45803611,46036122,MAST2
45803611,46036122,MAST2
45803611,46036122,MAST2
45803611,46036122,MAST2
45803611,46036122,MAST2
45803611,46036122,MAST2
45803611,46036122,MAST2
45803611,46036122,MAST2
45803611,46036122,MAST2
45803611,46036122,MAST2
45803611,46036122,MAST2
45803611,46036122,MAST2
45803611,46036122,MAST2
45803611,46036122,MAST2
45803611,46036122,MAST2
45812448,46036122,MAST2
45812448,46036122,MAST2
45812448,46036122,MAST2
45812448,46036122,MAST2
45812550,46036122,MAST2
45812947,46036122,MAST2
45812947,46036122,MAST2
45812985,46036122,MAST2
45864377,46036122,MAST2
45864377,46036122,MAST2
45864377,46036122,MAST2
45867883,45907026,LOC105378694
45867883,45907027,LOC105378694
45867883,45909234,LOC105378694
45913591,46036122,MAST2
45913591,46036122,MAST2
45913591,46036122,MAST2
45913591,46036122,MAST2
45913591,46036122,MAST2
45913757,46036122,MAST2
45953959,46036122,MAST2
45953960,46036122,MAST2
46040139,46130673,PIK3R3
46040139,46131771,PIK3R3
46040139,46132629,PIK3R3
46040139,46132629,PIK3R3
46040139,46132629,PIK3R3
46040139,46132629,PIK3R3
46040139,46132629,PIK3R3
46040139,46132795,PIK3R3
46040139,46133036,PIK3R3
46040139,46133036,PIK3R3
46040139,46174901,PIK3R3
46040139,46132629,PIK3R3
46040139,46176488,P3R3URF-PIK3R3
46052228,46053929,LOC124904171
46133370,46139081,LOC101929626
46175086,46185962,TSPAN1
46175086,46196489,TSPAN1
46175086,46196489,TSPAN1
46175086,46196489,TSPAN1
46175086,46196489,TSPAN1
46175086,46196489,TSPAN1
46175086,46196489,TSPAN1
46175485,46176488,P3R3URF
46188682,46197499,POMGNT1
46188682,46198434,POMGNT1
46188682,46198434,POMGNT1
46188682,46198434,POMGNT1
46188682,46198434,POMGNT1
46188682,46198434,POMGNT1
46188682,46198434,POMGNT1
46188682,46198434,POMGNT1
46188682,46198434,POMGNT1
46188682,46198434,POMGNT1
46188682,46198434,POMGNT1
46188682,46220305,POMGNT1
46203333,46221256,LURAP1
46247687,46278473,RAD54L
46247687,46278473,RAD54L
46247762,46278473,RAD54L
46277461,46303616,LRRC41
46279263,46303031,LRRC41
46303697,46316776,UQCRH
46303697,46316776,UQCRH
46303697,46316776,UQCRH
46340806,46365018,NSUN4
46340806,46365018,NSUN4
46340806,46365018,NSUN4
46340806,46365018,NSUN4
46340806,46365018,NSUN4
46340806,46369218,NSUN4
46340806,46369218,NSUN4
46340806,46369218,NSUN4
46340806,46385199,NSUN4
46340806,46365018,NSUN4
46340806,46365018,NSUN4
46340806,46365018,NSUN4
46340806,46365018,NSUN4
46340806,46365018,NSUN4
46340806,46365018,NSUN4
46340806,46365018,NSUN4
46340806,46365018,NSUN4
46340806,46365018,NSUN4
46340806,46365018,NSUN4
46340806,46365018,NSUN4
46341177,46365018,NSUN4
46341177,46365018,NSUN4
46394316,46413845,FAAH
46433826,46445702,FAAHP1
46446672,46449704,LINC01398
46489835,46516216,DMBX1
46489835,46516216,DMBX1
46489835,46516216,DMBX1
46489835,46516216,DMBX1
46532165,46535515,TMEM275
46532165,46535515,TMEM275
46538695,46570255,MKNK1-AS1
46545640,46551647,KNCN
46545643,46551215,KNCN
46557406,46584546,MKNK1
46557406,46584652,MKNK1
46557406,46584652,MKNK1
46557406,46585047,MKNK1
46557406,46593595,MKNK1
46557406,46593595,MKNK1
46557406,46593596,MKNK1
46557406,46593596,MKNK1
46557406,46593596,MKNK1
46557406,46602151,MKNK1
46557406,46603787,MKNK1
46557406,46604268,MKNK1
46557406,46604268,MKNK1
46557406,46604268,MKNK1
46557406,46604268,MKNK1
46557406,46604268,MKNK1
46557406,46604268,MKNK1
46557406,46604268,MKNK1
46557406,46604268,MKNK1
46557406,46604268,MKNK1
46557406,46604268,MKNK1
46557406,46604268,MKNK1
46557406,46604268,MKNK1
46557406,46604268,MKNK1
46557406,46604268,MKNK1
46557406,46604268,MKNK1
46557406,46604268,MKNK1
46557406,46604268,MKNK1
46561527,46584652,MKNK1
46562850,46584652,MKNK1
46607718,46615133,MOB3C
46607718,46616811,MOB3C
46621694,46625821,LOC105378697
46632736,46668364,ATPAF1
46632736,46668557,ATPAF1
46635038,46665878,ATPAF1
46635038,46665878,ATPAF1
46635038,46668427,ATPAF1
46668885,46673594,TEX38
46671853,46673594,TEX38
46671853,46673594,TEX38
46671853,46673594,TEX38
46674035,46692098,EFCAB14-AS1
46674035,46692098,EFCAB14-AS1
46675158,46719114,EFCAB14
46685082,46686777,LOC105378698
46764977,46772172,LOC105378699
46799045,46819413,CYP4B1
46799045,46819413,CYP4B1
46799045,46819413,CYP4B1
46799045,46819413,CYP4B1
46799045,46819413,CYP4B1
46799045,46819413,CYP4B1
46843094,46900475,CYP4Z2P
46929187,46940816,CYP4A11
46929187,46941476,CYP4A11
46929187,46941476,CYP4A11
46929187,46941476,CYP4A11
46929187,46941476,CYP4A11
46929187,46941476,CYP4A11
46929187,46941476,CYP4A11
46929187,46941476,CYP4A11
46929187,46941476,CYP4A11
46929187,46941476,CYP4A11
46929187,46941476,CYP4A11
46932756,46941476,CYP4A11
46961363,47050751,CYP4X1
47004185,47050751,CYP4X1
47018993,47022263,LOC124904172
47023668,47046572,CYP4X1
47023668,47050751,CYP4X1
47023668,47055432,CYP4X1
47055524,47118318,CYP4Z1
47067230,47118318,CYP4Z1
47095539,47179623,CYP4A22-AS1
47095539,47179623,CYP4A22-AS1
47137440,47144684,CYP4A22
47137440,47144970,CYP4A22
47137440,47147482,CYP4A22
47137440,47149727,CYP4A22
